DMART IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-02-29,0.45582363128436126,0.07237607088050504,0.6363364002462114,-0.22872270533460753,-0.8837500625039084,-0.2378021903390658,0.4889390636784054,-0.8644128156517156,-0.24312659534247685,0.2419362073928789,0.4313309989856146,0.9400756534847782,1.0413995651813397,-0.5223522173692626,0.14393916286831873
2024-03-31,1.8826680273077787,0.996204402869124,1.7803161326355597,0.8291742116057649,-0.08664825906427631,1.7071062407565998,0.8750973774675951,-1.8168665077042563,0.5205647543395273,2.401271365435127,1.883974338460305,1.6835760501092,2.1303793896056953,2.951867912940531,0.01713188438272862
2024-04-30,0.1457484894904039,1.7074429624772969,1.746242245784161,-0.04917825870067546,-0.17100169225245232,1.061921131291664,-0.07723436028845056,-2.07618563289074,0.9716910095342572,2.1367059090275515,1.375819978789012,1.6771374551582765,1.902176958459271,1.3908698006911182,-0.06776715168836984
2024-05-31,-0.9004790235435839,0.7086626330992004,1.4072933461386756,0.7571685273186809,0.08245535016059424,0.09635202143653634,0.4817854720772234,-1.5858328272278712,0.04056925537602829,1.0524211618124344,0.21115932634437704,1.2700950424973305,1.5426917490093142,-0.38184089767352397,0.0920051053684176
2024-06-30,1.058430681125116,0.21936627605116238,1.29351482756922,0.12695854338943002,0.276805617539618,2.3659120857384197,0.5085197683580428,-1.9590605770569658,2.5562209544472188,1.885757445720144,1.0379798786960022,1.1359129973431956,1.2845318505472676,2.6676406146848923,0.04542515378255239
2024-07-31,0.4053295529665039,0.4033862262111105,1.799126858923369,0.18184753123708294,-0.24033176464254385,1.4452517715499396,0.512608681092463,-2.389035528728182,2.159928758207234,1.912228781310231,1.0049822173726222,1.8610007779526767,1.6843122757095554,2.397264908082646,-0.0017235440323169677
2024-08-31,-0.12204478852500707,0.9801639532067187,1.7605878888529631,-0.566792421641272,-0.07915827272882046,-0.08375089766258868,0.14552179346818123,-2.252300797785107,1.8736005371103057,1.6104785019310575,0.45141857533892116,1.703004282868185,1.6464971668398318,-0.5358659237992429,0.03369317337901531
2024-09-30,0.468343911843369,0.47002725644468135,1.963273962125916,-1.2640380241917462,-0.8538189513586303,-0.03432294476740903,-0.9080585341594584,-2.1342185404626823,1.296058020049561,1.6040030344787612,0.6980994577489154,2.6141352368451463,1.7926733501414804,-0.39349467825541273,-0.25969725917027847
2024-10-31,-4.136331086512531,-2.324294642845012,0.24546246677667152,3.529593507249891,2.5164819471198445,2.656894192892755,1.358420570357622,0.5233447859490761,-2.0246666556181374,-0.4048869660521021,-2.261552952251651,0.0789321611190528,0.37149304638095537,0.749380084577167,-0.057893472973443806
2024-11-30,-0.6411352592088599,-2.4957958646931586,-0.49143903126691285,2.4560674098741124,2.4539649357952276,-0.2843310776075484,0.30352309561650764,1.0185357488589242,-1.9937310877929928,-0.7746288963812352,-2.324549844674564,-0.30378968390476463,-0.5041933704759898,-0.5992654905482124,-0.04064398128784255
2024-12-31,-0.44468803747457036,-2.788600910398188,-0.8510253269503235,1.3778102943924504,1.8692503072643232,1.1407608039614587,1.523848828501178,1.3360564953487044,-1.7346587285905635,-0.9751287452542619,-2.0124590588509808,-0.5270310586973623,-0.9781375512794057,-1.7062745132015689,0.028452760017508176
2025-01-31,0.4046229750734575,-0.3894721834478101,-0.3802469374378628,-0.6680288080096944,1.6894524664041861,1.4227582483826313,-0.17092921802439262,0.8908749981931116,-1.3308453982510764,-0.7327299391692423,-1.1386115103890004,-0.25841143435142416,-0.3508836409630179,-0.8267984261267215,-0.07379631082317573
2025-02-28,-0.9654148243779674,-0.558371029704838,-0.9106372389050156,-0.4639754250259589,1.4340905106100297,-0.4336501157842559,0.3087582723004943,1.4453521546871184,-1.052119160394008,-1.2618297585046332,-1.2768577903113565,-0.5890008162895795,-1.0739324276419908,-0.48923236169803946,0.181944472726675
2025-03-31,2.2834580485325553,1.0141430282254043,-0.7718342756287242,1.4896402344384467,2.823502346093586,-0.9257788800582079,-1.6205180190573063,-0.20640179784572635,-0.3745880282435079,0.008622568176675338,1.0167906342741588,-0.45884220149562654,-0.7575039944590162,-0.19283583148681552,0.028179720753782923
2025-04-30,0.23376722548047468,0.9333689879980603,-0.7391059272272785,1.3764652843916458,0.5690297838123937,-0.5306637606013,-1.5720859725876926,-0.3696307967565421,-0.11991082629727222,0.127573684757992,1.122669793817274,-0.5842509411927901,-0.7103267566993255,-0.4162635441965198,-0.04824149212645584
2025-05-31,-0.633470845457738,1.0613467442573001,-0.6515885429590398,0.987453610870166,0.4788362556425612,-1.6761071897317534,-1.4348211194220835,0.11318304632735017,-0.4407042714566361,-0.3526288900064835,0.3597765181489738,-0.5358608523229068,-0.6368345708837881,0.017849337510357603,0.08846996308579025
2025-06-30,0.9318080210871829,0.33459331910299017,-0.6887429738409229,-0.2635617762560601,0.4424634195143376,-0.35810000541398945,0.5086931557518481,-0.631833908211052,0.20323938979101344,0.3042521917846959,0.9213312685047812,-0.5738289204135334,-0.6421930505766007,-0.48027901815365653,-0.02428444395275004
2025-07-31,-0.33371559959163716,-0.01655032870520321,-0.9707931124485123,-0.16060971078777117,0.540084823441637,0.4243031957758454,0.7135111533919823,-0.37353767586980924,0.2619422686366779,0.02349512090142262,0.3729077036217064,-0.7573580204953054,-0.9615076900497522,-1.067610567102991,0.10831812851360652
2025-08-31,1.1809248032849875,1.1194458982247633,-0.4283258830201946,-0.18905343541043057,0.15160063209630686,-1.1349794189559008,0.6227099548599399,-1.1706595693158102,0.31748653011424927,0.8254842991453395,0.9716027318610438,-0.41270295578588995,-0.3549022483002271,-0.2148532348841718,-0.060727137795217254
2025-09-30,-0.7918510062981597,0.019905776239874204,-0.9484401164017885,0.23948290326789198,-0.4656641446031351,-1.5286659074275215,-1.453398102058313,-0.5156347059407183,0.09752664462030075,0.16820693684810611,0.10341208538973752,-0.9696080683030232,-0.9127867997539709,0.39753633081984036,-0.0746443809100462
2025-10-31,-0.9136494034729039,-0.35809065142065405,0.017765864647324853,0.5033734687152681,-0.1953659359894271,-1.4912076006466932,-2.5299106953182924,0.14412023888115116,-0.4375108163378122,-0.6163051924799938,-0.6346786723082712,-0.08179741134414127,0.1206263482573194,-0.74754764389916,-0.03853237421305255
2025-11-30,-0.47849641193221326,-1.394835057111208,0.08484430416815401,-1.9208885079975107,-0.28409814932979127,-1.4666390488512482,-1.2586523953040396,0.45134408411966814,-0.5923506394186847,-1.0398230700112177,-0.9789223459661556,-0.03751979101914987,0.22032527904957058,-0.9816244903044774,-0.05511312717290127
2025-12-31,-0.6106794440204565,-1.2398416827338734,-0.02632829557514322,-1.7741469289196736,-0.7714408869339825,-1.2337818670476988,-0.6155681343450814,1.245589963519637,-0.8077545377690339,-1.4687381287243537,-1.1966082575564667,-0.08613226723244612,0.13570826604848,-0.7525902239437292,-0.02481490339475117
2026-01-31,-0.23650133298265835,-0.8064999582925539,-0.3567928888296331,-1.739565073904724,-0.8582432428539338,0.023869249524871423,0.9879558395688413,1.2321222377381587,-0.6103983482841842,-1.543375039179443,-1.1154146956042523,-0.4391980237823755,-0.2910722938953502,-0.3561371351003643,0.041958629780039135
2026-02-28,0.4770817325667489,-0.2242398516087866,0.37021536548528766,-0.7469348212693436,-2.026712149414088,-1.2623466896700803,-0.24931662041601313,0.7221665542924703,-0.44463488996480943,-1.076151798015091,-0.35919986165440204,0.8336044776826464,0.6297463933677468,-1.191032143431924,-0.003567015433471502
